Order_ID,Order_Date,Wave_Date,Ship_Date,Units_Ordered,Units_Invoiced,Channel,Avg_Price,Margin_Pct,Material,AFS PO Number
ORD000252,2025-07-06,2025-07-06,2025-07-07,301,301,Ecom,135.78,0.5,MAT00084,PO000380
ORD000253,2025-08-17,2025-08-19,2025-08-24,124,124,Wholesale,134.55,0.2,MAT00064,PO000019
ORD000254,2025-07-07,2025-07-09,2025-07-11,356,356,Retail,43.26,0.4,MAT00001,PO000289
ORD000255,2025-06-20,2025-06-23,2025-06-26,318,318,Ecom,345.3,0.5,MAT00029,PO000130
ORD000256,2025-09-01,2025-09-02,2025-09-05,474,474,Retail,144.87,0.4,MAT00042,PO000256
ORD000257,2025-08-12,2025-08-13,2025-08-14,317,317,Retail,375.72,0.4,MAT00066,PO000036
ORD000258,2025-10-05,2025-10-05,2025-10-08,147,147,Wholesale,79.31,0.2,MAT00029,PO000476
ORD000259,2025-06-26,2025-06-29,2025-06-30,514,514,Ecom,319.95,0.5,MAT00086,PO000429
ORD000260,2025-09-29,2025-09-29,2025-10-02,358,358,Wholesale,305.09,0.2,MAT00047,PO000430
ORD000261,2025-08-29,2025-08-30,2025-09-04,367,367,Retail,202.08,0.4,MAT00098,PO000087
ORD000262,2025-10-28,2025-10-30,2025-11-02,369,369,Ecom,372.37,0.5,MAT00105,PO000247
ORD000263,2025-07-27,2025-07-27,2025-08-01,425,425,Wholesale,226.87,0.2,MAT00056,PO000308
ORD000264,2025-06-30,2025-07-01,2025-07-06,444,444,Wholesale,68.53,0.2,MAT00034,PO000092
ORD000265,2025-09-15,2025-09-15,2025-09-18,353,353,Ecom,253.68,0.5,MAT00077,PO000430
ORD000266,2025-08-05,2025-08-05,2025-08-06,304,304,Wholesale,54.78,0.2,MAT00084,PO000442
ORD000267,2025-08-14,2025-08-15,2025-08-16,125,125,Wholesale,254.96,0.2,MAT00093,PO000397
ORD000268,2025-06-28,2025-06-29,2025-06-30,64,56,Retail,105.08,0.4,MAT00097,PO000001
ORD000269,2025-10-17,2025-10-18,2025-10-20,433,433,Ecom,387.59,0.5,MAT00038,PO000272
ORD000270,2025-06-19,2025-06-21,2025-06-25,163,163,Retail,101.82,0.4,MAT00023,PO000257
ORD000271,2025-06-25,2025-06-28,2025-07-03,403,403,Retail,360.11,0.4,MAT00055,PO000436
ORD000272,2025-06-19,2025-06-19,2025-06-22,24,24,Ecom,192.39,0.5,MAT00015,PO000143
ORD000273,2025-08-18,2025-08-18,2025-08-20,567,567,Wholesale,223.76,0.2,MAT00016,PO000127
ORD000274,2025-06-22,2025-06-25,2025-06-26,322,322,Retail,382.84,0.4,MAT00027,PO000428
ORD000275,2025-09-26,2025-09-27,2025-09-28,392,392,Ecom,272.66,0.5,MAT00041,PO000021
ORD000276,2025-06-06,2025-06-07,2025-06-11,214,208,Wholesale,323.31,0.2,MAT00061,PO000454
ORD000277,2025-08-26,2025-08-28,2025-09-02,489,489,Ecom,190.47,0.5,MAT00062,PO000454
ORD000278,2025-08-11,2025-08-13,2025-08-17,314,314,Ecom,118.39,0.5,MAT00109,PO000002
ORD000279,2025-10-04,2025-10-06,2025-10-10,575,575,Wholesale,287.16,0.2,MAT00012,PO000482
ORD000280,2025-06-28,2025-06-28,2025-07-02,471,471,Wholesale,105.33,0.2,MAT00039,PO000091
ORD000281,2025-10-13,2025-10-16,2025-10-21,403,403,Ecom,138.31,0.5,MAT00007,PO000116
ORD000282,2025-07-19,2025-07-21,2025-07-26,455,455,Ecom,216.02,0.5,MAT00102,PO000433
ORD000283,2025-09-30,2025-10-02,2025-10-07,141,141,Ecom,334.49,0.5,MAT00083,PO000269
ORD000284,2025-07-01,2025-07-02,2025-07-03,292,292,Retail,346.14,0.4,MAT00047,PO000305
ORD000285,2025-07-08,2025-07-09,2025-07-14,378,378,Retail,340.69,0.4,MAT00011,PO000502
ORD000286,2025-10-31,2025-11-01,2025-11-05,308,308,Wholesale,123.17,0.2,MAT00020,PO000033
ORD000287,2025-10-27,2025-10-27,2025-10-30,333,331,Retail,286.98,0.4,MAT00031,PO000338
ORD000288,2025-07-06,2025-07-07,2025-07-12,29,29,Wholesale,267.77,0.2,MAT00035,PO000260
ORD000289,2025-07-13,2025-07-16,2025-07-17,391,391,Ecom,379.29,0.5,MAT00104,PO000501
ORD000290,2025-10-18,2025-10-19,2025-10-22,426,426,Wholesale,93.84,0.2,MAT00105,PO000398
ORD000291,2025-09-14,2025-09-15,2025-09-18,456,456,Retail,136.7,0.4,MAT00048,PO000299
ORD000292,2025-09-13,2025-09-16,2025-09-20,123,123,Retail,249.5,0.4,MAT00036,PO000144
ORD000293,2025-09-18,2025-09-20,2025-09-24,577,577,Retail,338.22,0.4,MAT00053,PO000347
ORD000294,2025-07-25,2025-07-28,2025-07-31,80,80,Retail,111.28,0.4,MAT00038,PO000466
ORD000295,2025-10-03,2025-10-04,2025-10-09,359,359,Ecom,156.47,0.5,MAT00029,PO000404
ORD000296,2025-08-09,2025-08-12,2025-08-13,256,256,Retail,244.89,0.4,MAT00061,PO000144
ORD000297,2025-08-27,2025-08-29,2025-09-01,123,123,Ecom,210.64,0.5,MAT00088,PO000011
ORD000298,2025-10-10,2025-10-13,2025-10-17,121,121,Retail,369.29,0.4,MAT00064,PO000071
ORD000299,2025-10-12,2025-10-15,2025-10-18,136,136,Wholesale,82.06,0.2,MAT00073,PO000493
ORD000300,2025-09-16,2025-09-17,2025-09-22,512,512,Wholesale,358.36,0.2,MAT00052,PO000127
ORD000301,2025-06-23,2025-06-25,2025-06-26,313,313,Ecom,357.42,0.5,MAT00032,PO000331
ORD000302,2025-09-28,2025-09-30,2025-10-03,375,375,Retail,317.21,0.4,MAT00080,PO000193
ORD000303,2025-06-16,2025-06-17,2025-06-18,497,497,Retail,48.15,0.4,MAT00090,PO000483
ORD000304,2025-06-30,2025-06-30,2025-07-02,327,327,Retail,55.66,0.4,MAT00009,PO000149
ORD000305,2025-07-08,2025-07-08,2025-07-12,442,442,Retail,256.47,0.4,MAT00049,PO000276
ORD000306,2025-06-15,2025-06-17,2025-06-22,77,77,Retail,273.12,0.4,MAT00090,PO000500
ORD000307,2025-08-03,2025-08-05,2025-08-10,594,594,Wholesale,209.2,0.2,MAT00020,PO000131
ORD000308,2025-10-07,2025-10-08,2025-10-10,229,228,Wholesale,51.76,0.2,MAT00054,PO000330
ORD000309,2025-06-29,2025-07-01,2025-07-03,36,36,Retail,289.87,0.4,MAT00004,PO000323
ORD000310,2025-08-25,2025-08-28,2025-09-02,344,344,Ecom,317.47,0.5,MAT00076,PO000194
ORD000311,2025-08-12,2025-08-14,2025-08-17,178,178,Retail,235.24,0.4,MAT00049,PO000371
ORD000312,2025-07-11,2025-07-11,2025-07-14,116,116,Wholesale,91.48,0.2,MAT00065,PO000200
ORD000313,2025-09-19,2025-09-22,2025-09-27,544,544,Wholesale,163.57,0.2,MAT00043,PO000039
ORD000314,2025-07-08,2025-07-10,2025-07-15,505,505,Retail,313.15,0.4,MAT00028,PO000463
ORD000315,2025-10-17,2025-10-20,2025-10-22,238,238,Wholesale,98.39,0.2,MAT00017,PO000203
ORD000316,2025-06-13,2025-06-14,2025-06-16,597,597,Wholesale,160.08,0.2,MAT00047,PO000260
ORD000317,2025-10-03,2025-10-04,2025-10-08,324,324,Retail,287.02,0.4,MAT00065,PO000241
ORD000318,2025-10-01,2025-10-03,2025-10-06,405,405,Wholesale,235.2,0.2,MAT00008,PO000325
ORD000319,2025-06-22,2025-06-22,2025-06-24,465,465,Wholesale,366.17,0.2,MAT00108,PO000517
ORD000320,2025-08-25,2025-08-25,2025-08-29,158,158,Retail,107.08,0.4,MAT00003,PO000275
ORD000321,2025-07-23,2025-07-26,2025-07-31,76,76,Retail,348,0.4,MAT00070,PO000310
ORD000322,2025-09-15,2025-09-18,2025-09-19,563,563,Wholesale,200.12,0.2,MAT00044,PO000009
ORD000323,2025-08-06,2025-08-06,2025-08-07,183,183,Wholesale,226.76,0.2,MAT00105,PO000245
ORD000324,2025-09-15,2025-09-16,2025-09-20,96,96,Retail,200.23,0.4,MAT00105,PO000248
ORD000325,2025-07-23,2025-07-24,2025-07-26,206,206,Wholesale,221.27,0.2,MAT00085,PO000195
ORD000326,2025-07-18,2025-07-19,2025-07-24,100,100,Retail,167.15,0.4,MAT00080,PO000392
ORD000327,2025-08-17,2025-08-20,2025-08-24,412,412,Wholesale,280.51,0.2,MAT00072,PO000122
ORD000328,2025-09-18,2025-09-21,2025-09-26,539,532,Retail,347.44,0.4,MAT00058,PO000109
ORD000329,2025-06-01,2025-06-03,2025-06-07,469,469,Ecom,215.41,0.5,MAT00098,PO000104
ORD000330,2025-07-11,2025-07-14,2025-07-19,545,545,Ecom,258.86,0.5,MAT00089,PO000173
ORD000331,2025-07-11,2025-07-11,2025-07-12,453,453,Wholesale,266.51,0.2,MAT00043,PO000345
ORD000332,2025-07-30,2025-08-02,2025-08-07,289,289,Retail,328.88,0.4,MAT00042,PO000457
ORD000333,2025-06-09,2025-06-12,2025-06-14,205,205,Wholesale,350.09,0.2,MAT00025,PO000494
ORD000334,2025-07-08,2025-07-10,2025-07-11,284,280,Wholesale,285.94,0.2,MAT00109,PO000175
ORD000335,2025-10-25,2025-10-26,2025-10-29,138,138,Wholesale,268,0.2,MAT00009,PO000140
ORD000336,2025-06-10,2025-06-11,2025-06-15,287,287,Ecom,273.51,0.5,MAT00024,PO000297
ORD000337,2025-09-30,2025-09-30,2025-10-02,378,378,Wholesale,259.61,0.2,MAT00014,PO000446
ORD000338,2025-07-05,2025-07-05,2025-07-09,118,118,Ecom,274.17,0.5,MAT00105,PO000505
ORD000339,2025-09-24,2025-09-26,2025-09-28,413,409,Wholesale,196.77,0.2,MAT00095,PO000354
ORD000340,2025-07-01,2025-07-03,2025-07-08,398,398,Wholesale,114.23,0.2,MAT00021,PO000162
ORD000341,2025-10-07,2025-10-10,2025-10-14,167,167,Retail,303.38,0.4,MAT00075,PO000340
ORD000342,2025-06-08,2025-06-11,2025-06-13,512,512,Ecom,388.4,0.5,MAT00056,PO000501
ORD000343,2025-08-30,2025-09-01,2025-09-02,223,223,Wholesale,226.08,0.2,MAT00037,PO000364
ORD000344,2025-07-30,2025-07-30,2025-08-02,486,486,Retail,64.47,0.4,MAT00008,PO000049
ORD000345,2025-10-01,2025-10-01,2025-10-03,213,213,Wholesale,323.53,0.2,MAT00070,PO000092
ORD000346,2025-07-06,2025-07-07,2025-07-12,151,147,Retail,229.73,0.4,MAT00064,PO000513
ORD000347,2025-07-30,2025-08-02,2025-08-06,34,34,Retail,320.59,0.4,MAT00082,PO000326
ORD000348,2025-07-22,2025-07-24,2025-07-25,485,485,Ecom,360.94,0.5,MAT00058,PO000208
ORD000349,2025-07-31,2025-07-31,2025-08-05,234,234,Retail,331.29,0.4,MAT00001,PO000066
ORD000350,2025-06-26,2025-06-28,2025-07-02,37,37,Ecom,147.75,0.5,MAT00053,PO000356
ORD000351,2025-06-05,2025-06-05,2025-06-07,513,513,Wholesale,314.53,0.2,MAT00001,PO000504
ORD000352,2025-06-02,2025-06-02,2025-06-04,587,587,Ecom,62.19,0.5,MAT00068,PO000001
ORD000353,2025-07-10,2025-07-13,2025-07-15,284,284,Retail,83.69,0.4,MAT00049,PO000447
ORD000354,2025-09-11,2025-09-11,2025-09-12,212,211,Ecom,228.37,0.5,MAT00008,PO000289
ORD000355,2025-09-19,2025-09-22,2025-09-27,181,181,Ecom,156.22,0.5,MAT00030,PO000519
ORD000356,2025-07-24,2025-07-26,2025-07-28,516,516,Ecom,274.84,0.5,MAT00085,PO000343
ORD000357,2025-08-04,2025-08-04,2025-08-06,519,519,Retail,218.17,0.4,MAT00102,PO000472
ORD000358,2025-09-05,2025-09-08,2025-09-10,203,203,Ecom,290.89,0.5,MAT00011,PO000001
ORD000359,2025-06-01,2025-06-03,2025-06-08,532,532,Wholesale,132.4,0.2,MAT00065,PO000397
ORD000360,2025-06-10,2025-06-11,2025-06-12,263,263,Ecom,375.06,0.5,MAT00001,PO000464
ORD000361,2025-08-01,2025-08-04,2025-08-05,386,386,Wholesale,52.92,0.2,MAT00034,PO000070
ORD000362,2025-10-03,2025-10-05,2025-10-07,100,100,Ecom,55.12,0.5,MAT00038,PO000372
ORD000363,2025-06-09,2025-06-11,2025-06-14,428,428,Retail,350.72,0.4,MAT00070,PO000162
ORD000364,2025-10-08,2025-10-11,2025-10-12,210,207,Ecom,310.82,0.5,MAT00007,PO000140
ORD000365,2025-06-19,2025-06-21,2025-06-24,140,140,Wholesale,379.73,0.2,MAT00075,PO000409
ORD000366,2025-10-28,2025-10-29,2025-10-30,470,470,Wholesale,246.52,0.2,MAT00008,PO000180
ORD000367,2025-06-03,2025-06-03,2025-06-08,85,85,Ecom,90.18,0.5,MAT00084,PO000259
ORD000368,2025-06-12,2025-06-12,2025-06-17,263,263,Wholesale,204.06,0.2,MAT00028,PO000399
ORD000369,2025-10-15,2025-10-18,2025-10-23,273,273,Retail,336.8,0.4,MAT00022,PO000249
ORD000370,2025-07-14,2025-07-16,2025-07-17,102,102,Wholesale,194.05,0.2,MAT00014,PO000069
ORD000371,2025-06-25,2025-06-27,2025-07-01,83,83,Retail,102.73,0.4,MAT00007,PO000146
ORD000372,2025-08-24,2025-08-25,2025-08-28,302,302,Ecom,221.76,0.5,MAT00014,PO000279
ORD000373,2025-07-28,2025-07-29,2025-07-30,158,154,Ecom,304.63,0.5,MAT00035,PO000409
ORD000374,2025-08-01,2025-08-04,2025-08-08,58,58,Ecom,167.98,0.5,MAT00103,PO000035
ORD000375,2025-06-26,2025-06-27,2025-06-28,110,110,Retail,273.23,0.4,MAT00041,PO000180
ORD000376,2025-06-17,2025-06-18,2025-06-19,31,31,Ecom,124.56,0.5,MAT00058,PO000125
ORD000377,2025-06-09,2025-06-11,2025-06-13,456,456,Ecom,150.84,0.5,MAT00042,PO000231
ORD000378,2025-07-02,2025-07-03,2025-07-06,165,158,Wholesale,322.5,0.2,MAT00106,PO000213
ORD000379,2025-09-23,2025-09-25,2025-09-28,37,37,Ecom,92.54,0.5,MAT00073,PO000485
ORD000380,2025-06-02,2025-06-03,2025-06-06,41,41,Wholesale,359.49,0.2,MAT00101,PO000183
ORD000381,2025-07-05,2025-07-07,2025-07-12,47,47,Wholesale,124.08,0.2,MAT00108,PO000185
ORD000382,2025-08-13,2025-08-13,2025-08-16,122,122,Retail,352.52,0.4,MAT00059,PO000316
ORD000383,2025-08-02,2025-08-03,2025-08-08,269,269,Retail,391.55,0.4,MAT00071,PO000102
ORD000384,2025-09-07,2025-09-10,2025-09-14,437,437,Wholesale,310.79,0.2,MAT00100,PO000209
ORD000385,2025-07-04,2025-07-06,2025-07-08,215,215,Retail,102.71,0.4,MAT00066,PO000182
ORD000386,2025-07-23,2025-07-26,2025-07-28,338,338,Ecom,148.55,0.5,MAT00009,PO000270
ORD000387,2025-09-25,2025-09-27,2025-10-02,309,309,Wholesale,155.81,0.2,MAT00104,PO000088
ORD000388,2025-06-06,2025-06-09,2025-06-10,401,392,Retail,342.08,0.4,MAT00025,PO000377
ORD000389,2025-09-06,2025-09-08,2025-09-09,477,469,Wholesale,245.98,0.2,MAT00084,PO000364
ORD000390,2025-09-12,2025-09-14,2025-09-16,391,391,Wholesale,330.56,0.2,MAT00019,PO000069
ORD000391,2025-10-13,2025-10-14,2025-10-19,546,537,Ecom,217.06,0.5,MAT00032,PO000353
ORD000392,2025-07-22,2025-07-24,2025-07-28,45,45,Ecom,195.44,0.5,MAT00023,PO000457
ORD000393,2025-10-07,2025-10-10,2025-10-12,458,458,Ecom,42.12,0.5,MAT00017,PO000088
ORD000394,2025-09-04,2025-09-07,2025-09-09,309,309,Retail,275.14,0.4,MAT00075,PO000463
ORD000395,2025-07-16,2025-07-18,2025-07-23,68,68,Ecom,296.44,0.5,MAT00086,PO000266
ORD000396,2025-10-15,2025-10-17,2025-10-20,238,238,Retail,373.96,0.4,MAT00085,PO000275
ORD000397,2025-06-25,2025-06-26,2025-06-27,531,531,Ecom,52.7,0.5,MAT00072,PO000339
ORD000398,2025-06-21,2025-06-21,2025-06-23,184,184,Retail,160.11,0.4,MAT00042,PO000074
ORD000399,2025-10-04,2025-10-06,2025-10-08,488,488,Wholesale,351.6,0.2,MAT00036,PO000255
ORD000400,2025-09-16,2025-09-18,2025-09-21,525,525,Retail,354.35,0.4,MAT00073,PO000070
ORD000401,2025-09-12,2025-09-14,2025-09-19,497,497,Ecom,305.93,0.5,MAT00004,PO000405
ORD000402,2025-08-17,2025-08-18,2025-08-19,59,59,Wholesale,141.08,0.2,MAT00106,PO000116
ORD000403,2025-07-23,2025-07-26,2025-07-30,516,516,Retail,159.83,0.4,MAT00023,PO000380
ORD000404,2025-10-11,2025-10-12,2025-10-14,309,309,Retail,258.28,0.4,MAT00072,PO000445
ORD000405,2025-10-12,2025-10-14,2025-10-17,332,332,Ecom,238.39,0.5,MAT00052,PO000228
ORD000406,2025-10-31,2025-11-02,2025-11-06,503,503,Wholesale,233.51,0.2,MAT00054,PO000154
ORD000407,2025-09-21,2025-09-22,2025-09-24,110,110,Wholesale,227.72,0.2,MAT00079,PO000349
ORD000408,2025-07-02,2025-07-04,2025-07-05,347,347,Ecom,237.3,0.5,MAT00017,PO000399
ORD000409,2025-06-03,2025-06-03,2025-06-08,204,204,Retail,62.64,0.4,MAT00029,PO000300
ORD000410,2025-09-09,2025-09-10,2025-09-11,90,90,Ecom,143.42,0.5,MAT00015,PO000160
ORD000411,2025-08-31,2025-08-31,2025-09-01,585,585,Wholesale,272.52,0.2,MAT00088,PO000053
ORD000412,2025-10-25,2025-10-25,2025-10-28,44,44,Wholesale,323.52,0.2,MAT00097,PO000300
ORD000413,2025-09-07,2025-09-08,2025-09-13,232,232,Ecom,286.19,0.5,MAT00080,PO000449
ORD000414,2025-09-26,2025-09-29,2025-10-04,51,51,Wholesale,190.48,0.2,MAT00043,PO000277
ORD000415,2025-08-13,2025-08-13,2025-08-18,503,503,Retail,192.5,0.4,MAT00064,PO000485
ORD000416,2025-06-17,2025-06-17,2025-06-21,158,158,Ecom,223.32,0.5,MAT00044,PO000232
ORD000417,2025-10-02,2025-10-05,2025-10-08,85,85,Ecom,350.73,0.5,MAT00039,PO000469
ORD000418,2025-09-19,2025-09-20,2025-09-21,50,49,Retail,146.24,0.4,MAT00057,PO000040
ORD000419,2025-10-11,2025-10-14,2025-10-18,522,522,Wholesale,276.23,0.2,MAT00021,PO000501
ORD000420,2025-08-08,2025-08-11,2025-08-16,267,267,Ecom,119.06,0.5,MAT00097,PO000332
